best_epoch,best_test_mse,epochs,final_test_mse,final_train_mse,hidden,lag,learning_rate,loss_history_npz,model_type,num_hidden_layers,num_layers
596,67.45477324695122,600,67.56215701219512,62.203147888183594,16,96,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_96_hidden_16_layers_2_lr_0p0007.npz,lstm,,2
600,18.915186737804877,600,18.915186737804877,18.14443588256836,32,96,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_96_hidden_32_layers_1_lr_0p005.npz,lstm,,1
593,12.740410632621952,600,13.588059737042682,4.287182807922363,48,96,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_96_hidden_48_layers_3_lr_0p003.npz,lstm,,3
32,97.77004573170731,600,97.81266196646341,89.54010772705078,64,96,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_96_hidden_64_layers_2_lr_0p2.npz,lstm,,2
442,5.077399723704269,600,5.205610470655488,0.0009626198443584144,64,96,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_96_hidden_64_layers_3_lr_0p02.npz,lstm,,3
244,37.476064691310974,600,97.80853658536586,89.5380630493164,64,96,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_96_hidden_64_layers_3_lr_0p002.npz,lstm,,3
89,70.76864996189025,600,84.00260099085367,92.15966033935547,96,96,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_96_hidden_96_layers_1_lr_0p01.npz,lstm,,1
10,79.7341796875,600,98.30106707317073,54.3449592590332,128,96,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_96_hidden_128_layers_2_lr_0p05.npz,lstm,,2
76,80.22242759146341,600,80.22276105182927,93.94084167480469,128,96,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_96_hidden_128_layers_3_lr_0p1.npz,lstm,,3
564,22.88853849085366,600,25.533103086890243,15.1560697555542,128,96,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_96_hidden_128_layers_3_lr_0p001.npz,lstm,,3
600,72.85846989329268,600,72.85846989329268,82.87997436523438,16,112,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_112_hidden_16_layers_1_lr_0p003.npz,lstm,,1
600,62.09455030487805,600,62.09455030487805,64.57347869873047,16,112,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_112_hidden_16_layers_2_lr_0p001.npz,lstm,,2
109,130.31060403963414,600,140.3094893292683,148.45431518554688,48,112,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_112_hidden_48_layers_2_lr_0p2.npz,lstm,,2
107,132.87120807926829,600,139.09124428353658,152.14443969726562,48,112,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_112_hidden_48_layers_2_lr_0p1.npz,lstm,,2
526,96.25581173780488,600,144.83162157012194,149.0177764892578,64,112,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_112_hidden_64_layers_1_lr_0p005.npz,lstm,,1
525,123.51873094512194,600,143.76290967987805,146.9822540283203,64,112,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_112_hidden_64_layers_2_lr_0p05.npz,lstm,,2
4,130.32734375,600,163.62970655487806,22.674718856811523,96,112,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_112_hidden_96_layers_1_lr_0p02.npz,lstm,,1
577,88.78387957317074,600,104.80838414634147,65.77043151855469,96,112,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_112_hidden_96_layers_3_lr_0p0007.npz,lstm,,3
433,42.35146722560975,600,170.87408536585366,144.29888916015625,128,112,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_112_hidden_128_layers_1_lr_0p002.npz,lstm,,1
600,94.47814405487804,600,94.47814405487804,65.66048431396484,128,112,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_112_hidden_128_layers_3_lr_0p01.npz,lstm,,3
598,37.75447789634146,600,38.38623761432927,33.45557403564453,32,128,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_128_hidden_32_layers_1_lr_0p0007.npz,lstm,,1
397,112.76141387195122,600,122.73352705792684,79.31366729736328,32,128,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_128_hidden_32_layers_2_lr_0p02.npz,lstm,,2
8,121.00100990853659,600,121.8866044207317,113.21113586425781,32,128,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_128_hidden_32_layers_3_lr_0p2.npz,lstm,,3
104,88.80502096036585,600,135.84559832317072,50.525245666503906,48,128,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_128_hidden_48_layers_2_lr_0p1.npz,lstm,,2
559,47.75725990853658,600,57.07022675304878,44.62543487548828,64,128,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_128_hidden_64_layers_2_lr_0p002.npz,lstm,,2
598,14.933827172256098,600,16.735043111661586,11.179403305053711,64,128,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_128_hidden_64_layers_2_lr_0p001.npz,lstm,,2
560,55.05188166920732,600,67.30106230945123,31.725189208984375,96,128,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_128_hidden_96_layers_3_lr_0p003.npz,lstm,,3
278,83.99635099085366,600,124.2210556402439,108.69609069824219,128,128,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_128_hidden_128_layers_1_lr_0p01.npz,lstm,,1
511,116.59254954268293,600,121.56768292682926,104.57747650146484,128,128,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_128_hidden_128_layers_2_lr_0p05.npz,lstm,,2
600,17.998227896341465,600,17.998227896341465,7.83494758605957,128,128,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_128_hidden_128_layers_2_lr_0p005.npz,lstm,,2
166,85.2430068597561,600,92.97607660060976,94.72160339355469,32,160,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_160_hidden_32_layers_1_lr_0p1.npz,lstm,,1
569,89.03115472560975,600,89.8164443597561,93.64957427978516,32,160,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_160_hidden_32_layers_1_lr_0p002.npz,lstm,,1
146,34.74132050304878,600,93.41976943597561,94.97144317626953,32,160,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_160_hidden_32_layers_3_lr_0p02.npz,lstm,,3
258,49.458608041158534,600,104.07848704268292,87.07381439208984,48,160,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_160_hidden_48_layers_2_lr_0p003.npz,lstm,,2
600,12.379356421493902,600,12.379356421493902,0.6689140200614929,48,160,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_160_hidden_48_layers_3_lr_0p01.npz,lstm,,3
115,83.20423971036585,600,104.60752667682927,91.50211334228516,48,160,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_160_hidden_48_layers_3_lr_0p005.npz,lstm,,3
520,57.83810499237805,600,85.19151105182927,97.0661849975586,64,160,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_160_hidden_64_layers_2_lr_0p0007.npz,lstm,,2
43,97.35839367378048,600,99.16340510670732,93.62519073486328,96,160,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_160_hidden_96_layers_2_lr_0p2.npz,lstm,,2
551,99.51126143292683,600,100.14651295731707,86.09667205810547,128,160,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_160_hidden_128_layers_1_lr_0p001.npz,lstm,,1
467,99.81885480182927,600,104.49833269817073,89.5386962890625,128,160,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_160_hidden_128_layers_2_lr_0p05.npz,lstm,,2
