best_epoch,best_test_mse,epochs,final_test_mse,final_train_mse,hidden,lag,learning_rate,loss_history_npz,model_type,num_hidden_layers,num_layers
52,5.249240186737805,600,5.9768906011814025,5.5152241884570685e-08,64,96,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_64_layers_3_lr_0p05.npz,mlp,3,
84,6.854370712652439,600,7.105678353658536,4.751322002505276e-09,64,96,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_64_layers_4_lr_0p002.npz,mlp,4,
600,22.084891863567073,600,22.084891863567073,13.512246131896973,128,96,3e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_128_layers_3_lr_3em05.npz,mlp,3,
327,8.090225443025915,600,8.281913347942073,0.001746721682138741,128,96,0.0001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_128_layers_4_lr_0p0001.npz,mlp,4,
67,2.244373749523628,600,2.2720621248570882,1.5316613912582397,256,96,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_256_layers_0_lr_0p2.npz,mlp,0,
600,5.949105611661586,600,5.949105611661586,0.0001370062818750739,256,96,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_256_layers_1_lr_0p0007.npz,mlp,1,
588,24.846205697408536,600,26.560451600609756,16.32133674621582,256,96,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_256_layers_3_lr_0p1.npz,mlp,3,
122,6.2983374618902435,600,6.30119033441311,1.42636512952439e-13,256,96,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_256_layers_4_lr_0p003.npz,mlp,4,
600,36.55359660823171,600,36.55359660823171,31.715497970581055,256,96,1e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_256_layers_4_lr_1em05.npz,mlp,4,
599,165.36501524390243,600,165.37111280487804,91.96411895751953,512,96,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_512_layers_3_lr_0p2.npz,mlp,3,
42,5.674669516958842,600,6.118427258003049,0.0006370401824824512,512,96,0.0005,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_512_layers_3_lr_0p0005.npz,mlp,3,
591,6.638390220083841,600,6.638428925304878,0.04170391708612442,512,96,3e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_512_layers_3_lr_3em05.npz,mlp,3,
43,3.6630585461128047,600,3.7857415920350608,2.0162859470929106e-07,512,96,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_512_layers_4_lr_0p01.npz,mlp,4,
79,6.244612233231707,600,6.4360172923018295,2.768873455169518e-13,512,96,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_96_hidden_512_layers_4_lr_0p0007.npz,mlp,4,
600,113.08435594512196,600,113.08435594512196,110.88245391845703,32,112,0.0001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_32_layers_1_lr_0p0001.npz,mlp,1,
600,4.281309248761433,600,4.281309248761433,0.08649488538503647,32,112,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_32_layers_2_lr_0p0007.npz,mlp,2,
116,7.0803639481707314,600,8.504467177972561,1.0947291851043701,32,112,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_32_layers_3_lr_0p2.npz,mlp,3,
169,3.6336979563643292,600,3.98879989996189,8.257437002612278e-05,32,112,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_32_layers_3_lr_0p002.npz,mlp,3,
600,69.21626810213415,600,69.21626810213415,67.55526733398438,64,112,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_64_layers_0_lr_0p001.npz,mlp,0,
149,3.009488733803354,600,3.367078827648628,0.00024191041302401572,64,112,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_64_layers_1_lr_0p005.npz,mlp,1,
57,2.9510831507240853,600,3.3276504144435974,0.0010631504701450467,64,112,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_64_layers_2_lr_0p1.npz,mlp,2,
600,115.62557164634147,600,115.62557164634147,116.84060668945312,64,112,3e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_64_layers_3_lr_3em05.npz,mlp,3,
76,3.2586178663300305,600,3.7704098585175303,1.6798819280072763e-12,64,112,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_64_layers_4_lr_0p01.npz,mlp,4,
600,6.898305306783537,600,6.898305306783537,4.005106802651426e-06,128,112,0.0005,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_128_layers_2_lr_0p0005.npz,mlp,2,
600,7.3101610137195125,600,7.3101610137195125,0.0016958029009401798,128,112,0.0003,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_128_layers_2_lr_0p0003.npz,mlp,2,
600,167.43365091463414,600,167.43365091463414,140.01986694335938,128,112,1e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_128_layers_2_lr_1em05.npz,mlp,2,
109,1.3204813143102134,600,1.327293135480183,1.0082690715789795,256,112,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_256_layers_0_lr_0p2.npz,mlp,0,
122,1.324695419683689,600,1.327293730945122,1.0082690715789795,256,112,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_256_layers_0_lr_0p1.npz,mlp,0,
211,1.327260831507241,600,1.327293135480183,1.00826895236969,256,112,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_256_layers_0_lr_0p05.npz,mlp,0,
600,158.95158155487806,600,158.95158155487806,147.01939392089844,256,112,1e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_256_layers_0_lr_1em05.npz,mlp,0,
74,2.5857969702743904,600,2.7460005597370425,7.99237900254296e-13,256,112,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_256_layers_4_lr_0p01.npz,mlp,4,
123,6.5591796875,600,6.570263671875,2.16155909902975e-13,256,112,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_256_layers_4_lr_0p003.npz,mlp,4,
600,1.3333467809165396,600,1.3333467809165396,1.1228950023651123,512,112,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_512_layers_0_lr_0p01.npz,mlp,0,
600,129.40064786585367,600,129.40064786585367,141.90859985351562,512,112,0.0001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_512_layers_0_lr_0p0001.npz,mlp,0,
600,130.79298780487804,600,130.79298780487804,142.3135986328125,512,112,1e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_512_layers_1_lr_1em05.npz,mlp,1,
88,5.041004906631097,600,5.09633193597561,6.05087757243189e-13,512,112,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_512_layers_3_lr_0p02.npz,mlp,3,
52,4.785945836509146,600,5.024657607660061,3.1019278942320816e-13,512,112,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_512_layers_3_lr_0p002.npz,mlp,3,
57,5.206958603277439,600,5.647860494474085,0.01585625857114792,512,112,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_112_hidden_512_layers_3_lr_0p001.npz,mlp,3,
600,119.51457698170732,600,119.51457698170732,110.92330932617188,32,128,1e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_32_layers_0_lr_1em05.npz,mlp,0,
53,4.4104283774771345,600,4.597877762957317,1.2107499247973608e-12,32,128,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_32_layers_1_lr_0p05.npz,mlp,1,
226,3.339805937976372,600,3.4304517792492377,1.1096153684775345e-07,32,128,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_32_layers_2_lr_0p1.npz,mlp,2,
600,7.856379811356708,600,7.856379811356708,8.750357665121555e-05,32,128,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_32_layers_3_lr_0p0007.npz,mlp,3,
600,42.76306211890244,600,42.76306211890244,18.627426147460938,32,128,0.0001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_32_layers_3_lr_0p0001.npz,mlp,3,
532,11.27208936737805,600,12.031486995045732,0.4775855839252472,32,128,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_32_layers_4_lr_0p2.npz,mlp,4,
182,5.159864472179878,600,5.231211890243903,7.689681069678045e-08,32,128,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_32_layers_4_lr_0p003.npz,mlp,4,
600,10.73883026867378,600,10.73883026867378,0.030645880848169327,32,128,0.0003,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_32_layers_4_lr_0p0003.npz,mlp,4,
600,0.7109519400247714,600,0.7109519400247714,0.41586923599243164,64,128,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_64_layers_0_lr_0p02.npz,mlp,0,
600,14.681165443978658,600,14.681165443978658,0.4766784906387329,64,128,0.0001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_64_layers_3_lr_0p0001.npz,mlp,3,
292,9.20276474371189,600,9.202782607660062,4.612733806030889e-13,64,128,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_64_layers_4_lr_0p001.npz,mlp,4,
90,0.6622587622665778,600,0.6702790795302973,0.42731836438179016,128,128,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_128_layers_0_lr_0p2.npz,mlp,0,
600,8.822336485327744,600,8.822336485327744,0.003726145951077342,128,128,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_128_layers_1_lr_0p0007.npz,mlp,1,
43,6.457475466844512,600,7.236181640625,5.035119456792136e-13,128,128,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_128_layers_3_lr_0p005.npz,mlp,3,
600,121.76376714939025,600,121.76376714939025,107.02611541748047,128,128,1e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_128_layers_3_lr_1em05.npz,mlp,3,
32,6.35087890625,600,7.796885718368903,2.901201223703964e-10,128,128,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_128_layers_4_lr_0p002.npz,mlp,4,
48,7.150765767911586,600,8.927783203125,1.872075827691333e-09,128,128,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_128_layers_4_lr_0p001.npz,mlp,4,
600,38.4261504382622,600,38.4261504382622,17.189437866210938,256,128,0.0001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_256_layers_1_lr_0p0001.npz,mlp,1,
66,9.075625238185976,600,10.24709532202744,8.389483241444395e-07,256,128,0.0003,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_256_layers_4_lr_0p0003.npz,mlp,4,
600,12.397457364710366,600,12.397457364710366,0.055172331631183624,256,128,3e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_256_layers_4_lr_3em05.npz,mlp,4,
600,88.37762957317074,600,88.37762957317074,76.41671752929688,512,128,0.0005,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_512_layers_0_lr_0p0005.npz,mlp,0,
42,3.06344619378811,600,3.3316897508574694,3.922750796067631e-13,512,128,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_512_layers_1_lr_0p01.npz,mlp,1,
216,14.175712176067073,600,15.504561261432928,0.14029911160469055,512,128,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_512_layers_3_lr_0p05.npz,mlp,3,
125,5.252745093368903,600,5.2693049733231705,2.434162355187397e-13,512,128,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_128_hidden_512_layers_4_lr_0p002.npz,mlp,4,
237,4.133390696455793,600,4.570166015625,1.0933947974453573e-12,32,160,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_32_layers_2_lr_0p05.npz,mlp,2,
548,14.178494188262196,600,14.17896103277439,2.797506567731034e-05,32,160,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_32_layers_2_lr_0p0007.npz,mlp,2,
600,14.056428639481707,600,14.056428639481707,0.0025390873197466135,32,160,0.0003,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_32_layers_3_lr_0p0003.npz,mlp,3,
127,0.1922915574980945,600,0.19324031922875382,0.10296368598937988,64,160,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_64_layers_0_lr_0p05.npz,mlp,0,
600,4.625535620712652,600,4.625535620712652,3.0676119327545166,64,160,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_64_layers_0_lr_0p005.npz,mlp,0,
600,56.39413109756097,600,56.39413109756097,52.99631118774414,64,160,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_64_layers_0_lr_0p0007.npz,mlp,0,
194,5.372518102134146,600,5.409316644435975,6.766636946944904e-13,64,160,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_64_layers_1_lr_0p2.npz,mlp,1,
60,5.409658441310976,600,5.603150009527439,2.599931446349568e-13,64,160,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_64_layers_1_lr_0p02.npz,mlp,1,
599,25.049609375,600,26.392935403963413,1.8768023252487183,64,160,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_64_layers_2_lr_0p2.npz,mlp,2,
478,0.15602422574671304,600,0.15645122993283156,0.110275499522686,128,160,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_128_layers_0_lr_0p1.npz,mlp,0,
599,0.15645147184046304,600,0.15645152766530107,0.11027547717094421,128,160,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_128_layers_0_lr_0p02.npz,mlp,0,
600,56.34670826981707,600,56.34670826981707,39.584449768066406,128,160,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_128_layers_0_lr_0p001.npz,mlp,0,
36,7.4625065501143295,600,8.063308641387195,2.376647869391929e-13,128,160,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_128_layers_1_lr_0p01.npz,mlp,1,
600,94.10053353658536,600,94.10053353658536,78.07254791259766,128,160,3e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_128_layers_1_lr_3em05.npz,mlp,1,
600,100.70467797256097,600,100.70467797256097,88.87889862060547,128,160,1e-05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_128_layers_1_lr_1em05.npz,mlp,1,
600,17.05995617378049,600,17.05995617378049,0.08054833859205246,128,160,0.0001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_128_layers_2_lr_0p0001.npz,mlp,2,
241,8.253369140625,600,8.865297494283537,5.534143564418781e-13,128,160,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_128_layers_4_lr_0p05.npz,mlp,4,
600,32.78080459222561,600,32.78080459222561,20.901371002197266,256,160,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_256_layers_0_lr_0p002.npz,mlp,0,
600,80.30780297256098,600,80.30780297256098,58.238555908203125,256,160,0.0005,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_256_layers_0_lr_0p0005.npz,mlp,0,
58,11.143142625762195,600,13.16480087652439,1.4464360156667133e-13,256,160,0.0005,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_256_layers_3_lr_0p0005.npz,mlp,3,
56,8.966056712080793,600,9.19188798113567,1.2311642861879274e-13,256,160,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_256_layers_4_lr_0p003.npz,mlp,4,
133,0.1542340348406536,600,0.1547412872314453,0.11095244437456131,512,160,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_512_layers_0_lr_0p05.npz,mlp,0,
600,68.49280201981708,600,68.49280201981708,72.00688934326172,512,160,0.0003,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_512_layers_0_lr_0p0003.npz,mlp,0,
600,79.78912442835366,600,79.78912442835366,86.82109832763672,512,160,0.0001,outputs/neural_spectral_estimation/configuration_search/loss_histories/mlp_lag_160_hidden_512_layers_0_lr_0p0001.npz,mlp,0,
135,57.1128144054878,600,65.70057641006098,2.3564395904541016,16,16,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_16_hidden_16_layers_2_lr_0p02.npz,lstm,,2
169,38.50086223323171,600,103.6101943597561,71.72634887695312,32,16,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_16_hidden_32_layers_1_lr_0p1.npz,lstm,,1
150,59.113424161585364,600,69.97102705792683,10.379913330078125,32,16,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_16_hidden_32_layers_1_lr_0p005.npz,lstm,,1
436,64.70932259908537,600,68.74901867378048,6.611233711242676,32,16,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_16_hidden_32_layers_3_lr_0p002.npz,lstm,,3
374,57.977248475609755,600,62.77865853658537,17.91620635986328,48,16,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_16_hidden_48_layers_1_lr_0p001.npz,lstm,,1
590,43.67056021341463,600,44.84381669207317,4.393610954284668,96,16,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_16_hidden_96_layers_2_lr_0p0007.npz,lstm,,2
2,116.66366234756097,600,117.91209984756098,115.66771697998047,128,16,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_16_hidden_128_layers_3_lr_0p2.npz,lstm,,3
5,117.66096608231707,600,117.90459222560976,115.66771697998047,128,16,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_16_hidden_128_layers_3_lr_0p05.npz,lstm,,3
241,33.322194169207314,600,33.429001524390245,0.018946344032883644,128,16,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_16_hidden_128_layers_3_lr_0p01.npz,lstm,,3
171,45.13646150914634,600,48.777177019817074,0.003541576210409403,128,16,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_16_hidden_128_layers_3_lr_0p003.npz,lstm,,3
245,120.54796112804878,600,138.38628048780487,128.48275756835938,16,32,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_32_hidden_16_layers_1_lr_0p2.npz,lstm,,1
588,60.52621951219512,600,61.404192073170734,51.11065673828125,16,32,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_32_hidden_16_layers_2_lr_0p0007.npz,lstm,,2
570,17.70059070121951,600,19.165096227134146,3.648296356201172,32,32,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_32_hidden_32_layers_2_lr_0p01.npz,lstm,,2
580,34.54929735137195,600,37.20376810213415,6.351946830749512,48,32,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_32_hidden_48_layers_3_lr_0p002.npz,lstm,,3
574,27.01717559070122,600,27.635768387957317,1.8101413249969482,64,32,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_32_hidden_64_layers_2_lr_0p003.npz,lstm,,2
339,10.953020198170732,600,11.45086699695122,0.005072014406323433,64,32,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_32_hidden_64_layers_3_lr_0p02.npz,lstm,,3
600,9.457735089557927,600,9.457735089557927,0.7523141503334045,96,32,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_32_hidden_96_layers_1_lr_0p005.npz,lstm,,1
53,140.41485327743902,600,215.5673018292683,29.92791748046875,96,32,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_32_hidden_96_layers_3_lr_0p05.npz,lstm,,3
600,14.808475847942074,600,14.808475847942074,3.7753849029541016,128,32,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_32_hidden_128_layers_1_lr_0p001.npz,lstm,,1
32,143.4697599085366,600,143.84615091463414,145.8041229248047,128,32,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_32_hidden_128_layers_3_lr_0p1.npz,lstm,,3
593,13.425588319359756,600,14.77419969512195,12.17668342590332,16,48,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_48_hidden_16_layers_2_lr_0p002.npz,lstm,,2
600,6.827723061166158,600,6.827723061166158,3.402334451675415,32,48,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_48_hidden_32_layers_2_lr_0p01.npz,lstm,,2
596,16.059115377286584,600,16.41967892530488,10.624588012695312,32,48,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_48_hidden_32_layers_2_lr_0p001.npz,lstm,,2
503,69.6780868902439,600,114.07104611280488,109.94420623779297,48,48,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_48_hidden_48_layers_1_lr_0p02.npz,lstm,,1
26,117.5290586890244,600,117.96568216463415,116.2079849243164,48,48,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_48_hidden_48_layers_3_lr_0p2.npz,lstm,,3
599,14.482353991996952,600,15.06947646722561,12.256575584411621,64,48,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_48_hidden_64_layers_1_lr_0p0007.npz,lstm,,1
590,6.825502572408537,600,7.889325695503048,1.7098166942596436,64,48,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_48_hidden_64_layers_3_lr_0p003.npz,lstm,,3
583,5.778965796493902,600,8.21633836699695,9.788409233093262,96,48,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_48_hidden_96_layers_1_lr_0p005.npz,lstm,,1
362,91.93229801829268,600,99.97835365853659,113.79033660888672,96,48,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_48_hidden_96_layers_2_lr_0p05.npz,lstm,,2
2,113.75744092987804,600,114.8192168445122,117.00901794433594,128,48,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_48_hidden_128_layers_2_lr_0p1.npz,lstm,,2
600,26.732924447408536,600,26.732924447408536,21.17084503173828,16,64,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_64_hidden_16_layers_1_lr_0p002.npz,lstm,,1
600,23.060327743902437,600,23.060327743902437,22.498193740844727,16,64,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_64_hidden_16_layers_2_lr_0p0007.npz,lstm,,2
15,83.3195693597561,600,83.35289634146342,78.580322265625,16,64,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_64_hidden_16_layers_3_lr_0p2.npz,lstm,,3
36,74.70064786585365,600,83.6013719512195,77.84974670410156,32,64,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_64_hidden_32_layers_1_lr_0p02.npz,lstm,,1
514,79.62525724085366,600,83.53147865853659,78.5805892944336,32,64,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_64_hidden_32_layers_3_lr_0p05.npz,lstm,,3
560,11.344447884908536,600,11.754255192454268,5.613125324249268,32,64,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_64_hidden_32_layers_3_lr_0p003.npz,lstm,,3
233,64.81739710365854,600,85.70068597560976,75.9497299194336,48,64,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_64_hidden_48_layers_1_lr_0p1.npz,lstm,,1
596,6.99740615472561,600,7.049272937309452,2.897083044052124,48,64,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_64_hidden_48_layers_3_lr_0p005.npz,lstm,,3
597,5.602949933307927,600,5.903295302972561,0.2854476571083069,128,64,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_64_hidden_128_layers_1_lr_0p01.npz,lstm,,1
600,5.914842559070122,600,5.914842559070122,5.128657817840576,128,64,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_64_hidden_128_layers_2_lr_0p001.npz,lstm,,2
338,109.25417301829269,600,155.2352705792683,148.1868133544922,16,80,0.05,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_80_hidden_16_layers_2_lr_0p05.npz,lstm,,2
597,22.39245426829268,600,22.695467320884145,21.306968688964844,48,80,0.001,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_80_hidden_48_layers_1_lr_0p001.npz,lstm,,1
301,104.79174923780488,600,152.76364329268293,152.22752380371094,48,80,0.02,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_80_hidden_48_layers_2_lr_0p02.npz,lstm,,2
596,22.224954744664632,600,22.33344607469512,12.732513427734375,64,80,0.0007,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_80_hidden_64_layers_2_lr_0p0007.npz,lstm,,2
6,192.25266768292684,600,193.14939024390245,166.4964599609375,64,80,0.2,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_80_hidden_64_layers_3_lr_0p2.npz,lstm,,3
390,22.966434832317074,600,67.93512290396342,71.78401184082031,96,80,0.005,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_80_hidden_96_layers_1_lr_0p005.npz,lstm,,1
596,13.097867044588414,600,17.717342320884146,12.194297790527344,96,80,0.002,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_80_hidden_96_layers_3_lr_0p002.npz,lstm,,3
433,105.26385289634146,600,171.4802782012195,162.18211364746094,128,80,0.01,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_80_hidden_128_layers_1_lr_0p01.npz,lstm,,1
193,161.18591844512196,600,205.75625,80.12006378173828,128,80,0.1,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_80_hidden_128_layers_2_lr_0p1.npz,lstm,,2
510,20.589133955792683,600,20.960751714939025,16.144996643066406,128,80,0.003,outputs/neural_spectral_estimation/configuration_search/loss_histories/lstm_lag_80_hidden_128_layers_2_lr_0p003.npz,lstm,,2
